n_qubits,gs_sparsity,ham_sparsity,overlap,actual_overlap,Q_frac,Q_int,epsilon,seed,dim,gs_support_size,ham_nnz,gap,true_ground_energy,krab_final_energy,krab_rel_error_final,krab_final_subspace,krab_iterations_run,krab_max_iterations,krab_native_converged,krab_iter_to_target,krab_subspace_at_target,krab_n_states_to_target,krab_walltime_s,skqd_best_t,skqd_best_n_states_to_target,skqd_any_converged,skqd_best_final_energy,skqd_walltime_s,rand_median_n_states_to_target,rand_min_n_states_to_target,n_random_paths,krab_beats_skqd,advantage_ratio
6,0.05,0.1,0.3,0.3137098842006708,0.05,3,0.0001,42,64,4,510,1.0,-5.000000000000008,-4.999999999999998,1.9539925233402725e-15,4,2,60,True,1,6,4,0.0020104520954191685,1.0,7,True,-5.000000000000034,1.1898358520120382,53.0,30,20,True,1.75
6,0.05,0.1,0.1,0.102226716202623,0.1,6,1e-05,42,64,4,510,1.0,-5.000000000000008,-5.000000000000002,1.2434497875801733e-15,4,2,30,True,1,12,4,0.0021221009083092213,1.0,12,True,-5.000000000000038,1.1721329679712653,52.0,25,20,True,3.0
6,0.05,0.1,0.3,0.3137098842006708,0.1,6,0.0001,42,64,4,510,1.0,-5.000000000000008,-4.999999999999998,1.9539925233402725e-15,4,2,30,True,1,10,4,0.0022198690567165613,1.0,7,True,-5.000000000000037,1.1857613800093532,48.5,19,20,True,1.75
6,0.05,0.1,0.3,0.3137098842006708,0.05,3,1e-06,42,64,4,510,1.0,-5.000000000000008,-4.999999999999998,1.9539925233402725e-15,4,2,60,True,1,6,4,0.001984194153919816,0.2,8,True,-5.0000000000000355,1.1706609269604087,57.5,37,20,True,2.0
6,0.05,0.1,0.3,0.3137098842006708,0.1,6,1e-05,42,64,4,510,1.0,-5.000000000000008,-4.999999999999998,1.9539925233402725e-15,4,2,30,True,1,11,4,0.002134493086487055,0.6,9,True,-5.0000000000000435,1.1840511341579258,55.5,33,20,True,2.25
6,0.05,0.1,0.3,0.3137098842006708,0.05,3,1e-05,42,64,4,510,1.0,-5.000000000000008,-4.999999999999998,1.9539925233402725e-15,4,2,60,True,1,6,4,0.0021553910337388515,0.6,7,True,-5.00000000000003,1.2039487450383604,54.5,33,20,True,1.75
6,0.05,0.25,0.5,0.4928031770049739,0.1,6,0.0001,42,64,4,1162,1.0,-5.000000000000002,-5.0,3.5527136788004996e-16,4,1,30,True,0,6,4,0.001530077075585723,0.6,6,True,-5.000000000000031,0.8556583309546113,55.0,18,20,True,1.5
6,0.05,0.25,0.5,0.4928031770049739,0.1,6,1e-06,42,64,4,1162,1.0,-5.000000000000002,-5.0,3.5527136788004996e-16,4,1,30,True,0,6,4,0.001528305932879448,0.8,4,True,-5.000000000000045,0.8449613200500607,50.0,29,20,False,1.0
6,0.05,0.25,0.5,0.4928031770049739,0.1,6,1e-05,42,64,4,1162,1.0,-5.000000000000002,-5.0,3.5527136788004996e-16,4,1,30,True,0,6,4,0.0015334570780396461,0.6,6,True,-5.000000000000029,0.8629262680187821,48.5,32,20,True,1.5
6,0.05,0.25,0.3,0.3137098842006708,0.05,3,0.0001,42,64,4,1162,1.0,-5.000000000000002,-5.000000000000001,1.7763568394002498e-16,4,2,60,True,1,5,4,0.0021222939249128103,1.0,13,True,-5.000000000000032,0.8610142150428146,56.5,20,20,True,3.25
6,0.05,0.25,0.5,0.4928031770049739,0.05,3,0.0001,42,64,4,1162,1.0,-5.000000000000002,-5.0,3.5527136788004996e-16,4,2,60,True,1,6,4,0.0021061329171061516,0.2,4,True,-5.000000000000024,0.8597382660955191,51.5,37,20,False,1.0
6,0.05,0.25,0.3,0.3137098842006708,0.1,6,0.0001,42,64,4,1162,1.0,-5.000000000000002,-5.000000000000001,1.7763568394002498e-16,4,2,30,True,1,8,4,0.0021387150045484304,0.9,12,True,-5.000000000000035,0.8527748319320381,50.5,19,20,True,3.0
6,0.05,0.25,0.3,0.3137098842006708,0.1,6,1e-05,42,64,4,1162,1.0,-5.000000000000002,-5.000000000000001,1.7763568394002498e-16,4,2,30,True,1,12,4,0.0022510390263050795,0.9,7,True,-5.000000000000042,0.8494256159756333,53.5,27,20,True,1.75
