Hamiltonian_Index,Number_of_Sites,Dimensions,Delta,J,Bx,By,Bz,Ground_State_Density,Hamiltonian_Density,Gap,Overlap,Initial_State_Index,Algorithm,Budget,Budget_Fraction,Fidelity,Final_Pool_Size,Final_Pool_Fraction,Terminated_Early,T,N_Shots,Seed
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,1,0.000244140625,0.012325710714072808,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,2,0.00048828125,0.025236878203636397,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,3,0.000732421875,0.029405665739313556,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,4,0.0009765625,0.029011129718827005,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,5,0.001220703125,0.03200036144641077,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,6,0.00146484375,0.036801856948115406,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,8,0.001953125,0.052582069356444085,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,11,0.002685546875,0.07902271085861377,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,14,0.00341796875,0.10201010630165813,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,18,0.00439453125,0.11135439432898195,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,23,0.005615234375,0.09979263381506134,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,31,0.007568359375,0.11461105621958226,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,40,0.009765625,0.10964400830116862,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,52,0.0126953125,0.1366252692057625,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,67,0.016357421875,0.1380180787567615,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,87,0.021240234375,0.3183291328403826,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,114,0.02783203125,0.570493142073351,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,148,0.0361328125,0.8384102280875593,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,192,0.046875,0.9602274622171969,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,250,0.06103515625,1.0000000000000004,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,325,0.079345703125,1.0000000000000004,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,423,0.103271484375,1.0000000000000004,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,550,0.13427734375,1.0000000000000004,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,715,0.174560546875,1.0000000000000004,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,931,0.227294921875,1.0000000000000004,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,1210,0.29541015625,1.0000000000000004,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,1575,0.384521484375,1.0000000000000004,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,BARK,2048,0.5,1.0000000000000004,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,1,0.000244140625,0.012325710714072808,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,2,0.00048828125,0.025236878203636397,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,3,0.000732421875,0.029405665739313556,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,4,0.0009765625,0.029011129718827005,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,5,0.001220703125,0.025902747019855534,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,6,0.00146484375,0.02162459890518666,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,8,0.001953125,0.014805874609664151,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,11,0.002685546875,0.008937098920242864,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,14,0.00341796875,0.005632329005104915,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,18,0.00439453125,9.943251932851148e-05,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,23,0.005615234375,0.003523508048677372,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,31,0.007568359375,0.011009582123391292,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,40,0.009765625,0.04028878114264198,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,52,0.0126953125,0.08935457091123936,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,67,0.016357421875,0.06501181001343895,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,87,0.021240234375,0.20429159975775577,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,114,0.02783203125,0.34777157324849,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,148,0.0361328125,0.7014160678565322,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,192,0.046875,0.9836996634821252,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,250,0.06103515625,1.0000000000000004,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,325,0.079345703125,1.0000000000000004,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,423,0.103271484375,1.0000000000000004,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,550,0.13427734375,1.0000000000000004,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,715,0.174560546875,1.0000000000000004,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,931,0.227294921875,1.0000000000000004,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,1210,0.29541015625,1.0000000000000004,220.0,0.0537109375,True,,,783446404
3,12,1,0.0,-0.746409,0.0,0.0,-0.96867,0.05224609375,0.0029296875,0.24130544182856717,0.012325710714072808,3453,Simplified BARK,1575,0.384521484375,1.0000000000000004,220.0,0.0537109375,True,,,783446404
