Hamiltonian_Index,Number_of_Sites,Dimensions,Delta,J,Bx,By,Bz,Ground_State_Density,Hamiltonian_Density,Gap,Overlap,Initial_State_Index,Algorithm,Budget,Budget_Fraction,Fidelity,Final_Pool_Size,Final_Pool_Fraction,Terminated_Early,T,N_Shots,Seed
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,1,0.000244140625,3.546449225327716e-12,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,2,0.00048828125,3.4551470090022044e-09,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,3,0.000732421875,2.3134628028363685e-09,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,4,0.0009765625,4.237558908434261e-09,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,5,0.001220703125,7.640435382815936e-08,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,6,0.00146484375,1.4070706288645837e-06,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,8,0.001953125,4.85495442629559e-06,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,11,0.002685546875,0.4850992231133718,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,14,0.00341796875,0.4864321808178761,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,18,0.00439453125,0.4876545808435602,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,23,0.005615234375,0.4888762019528681,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,31,0.007568359375,0.4901180792245902,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,40,0.009765625,0.4901655883264185,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,52,0.0126953125,0.4950870743738392,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,67,0.016357421875,0.49653513455472337,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,87,0.021240234375,0.4972715928687644,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,114,0.02783203125,0.5005283086417868,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,148,0.0361328125,0.6441875982341152,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,192,0.046875,0.5049519074318919,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,250,0.06103515625,0.5059320943751634,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,325,0.079345703125,0.9996624046411353,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,423,0.103271484375,0.9643863728278265,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,550,0.13427734375,0.9605153707640431,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,715,0.174560546875,0.9999697210462867,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,931,0.227294921875,0.9999999999954678,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,1210,0.29541015625,0.9999999999954678,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,1575,0.384521484375,0.9999999999954678,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,BARK,2048,0.5,0.9999999999954678,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,Simplified BARK,1,0.000244140625,3.546449225327716e-12,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,Simplified BARK,2,0.00048828125,3.5493512388617084e-12,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,Simplified BARK,3,0.000732421875,1.7897397947085817e-12,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,Simplified BARK,4,0.0009765625,9.945161307852857e-13,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,Simplified BARK,5,0.001220703125,9.929312249180384e-13,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,Simplified BARK,6,0.00146484375,9.929292489878067e-13,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,Simplified BARK,8,0.001953125,9.929292477544414e-13,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,Simplified BARK,11,0.002685546875,9.92929247754441e-13,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,Simplified BARK,14,0.00341796875,9.929292467668649e-13,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,Simplified BARK,18,0.00439453125,9.92922609637612e-13,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,Simplified BARK,23,0.005615234375,9.902427665687058e-13,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,Simplified BARK,31,0.007568359375,9.8863040514232e-13,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,Simplified BARK,40,0.009765625,1.2729095721341232e-15,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,Simplified BARK,52,0.0126953125,5.737167889928254e-14,924.0,0.2255859375,True,,,3321917519
2,12,1,10.0,0.0689,0.0,0.0,0.546175,0.02978515625,0.0029296875,8.159703678511931e-05,3.546449225327716e-12,669,Simplified BARK,67,0.016357421875,1.8489939615843235e-11,924.0,0.2255859375,True,,,3321917519
