Hamiltonian_Index,Number_of_Sites,Dimensions,Delta,J,Bx,By,Bz,Ground_State_Density,Hamiltonian_Density,Overlap,Initial_State_Index,Algorithm,Budget,Budget_Fraction,Fidelity,Final_Pool_Size,Final_Pool_Fraction,Terminated_Early,Seed
2,10,1,100.0,0.0689,0.0,0.0,0.546175,0.01953125,0.009765625,1.2494790351479173e-05,666,BARK,16,0.015625,0.4998995663415375,252.0,0.24609375,True,3427559039
2,10,1,100.0,0.0689,0.0,0.0,0.546175,0.01953125,0.009765625,1.2494790351479173e-05,666,BARK,20,0.01953125,0.49990393973755126,252.0,0.24609375,True,3427559039
2,10,1,100.0,0.0689,0.0,0.0,0.546175,0.01953125,0.009765625,1.2494790351479173e-05,666,BARK,25,0.0244140625,0.49995372442545283,252.0,0.24609375,True,3427559039
2,10,1,100.0,0.0689,0.0,0.0,0.546175,0.01953125,0.009765625,1.2494790351479173e-05,666,BARK,31,0.0302734375,0.49997105159178157,252.0,0.24609375,True,3427559039
2,10,1,100.0,0.0689,0.0,0.0,0.546175,0.01953125,0.009765625,1.2494790351479173e-05,666,BARK,39,0.0380859375,0.499991446680875,252.0,0.24609375,True,3427559039
2,10,1,100.0,0.0689,0.0,0.0,0.546175,0.01953125,0.009765625,1.2494790351479173e-05,666,BARK,48,0.046875,0.4999914466808748,252.0,0.24609375,True,3427559039
2,10,1,100.0,0.0689,0.0,0.0,0.546175,0.01953125,0.009765625,1.2494790351479173e-05,666,BARK,60,0.05859375,0.5000084391976323,252.0,0.24609375,True,3427559039
2,10,1,100.0,0.0689,0.0,0.0,0.546175,0.01953125,0.009765625,1.2494790351479173e-05,666,BARK,74,0.072265625,0.5000084398727759,252.0,0.24609375,True,3427559039
2,10,1,100.0,0.0689,0.0,0.0,0.546175,0.01953125,0.009765625,1.2494790351479173e-05,666,BARK,92,0.08984375,0.5000084423194546,252.0,0.24609375,True,3427559039
2,10,1,100.0,0.0689,0.0,0.0,0.546175,0.01953125,0.009765625,1.2494790351479173e-05,666,BARK,114,0.111328125,0.5000084433786792,252.0,0.24609375,True,3427559039
2,10,1,100.0,0.0689,0.0,0.0,0.546175,0.01953125,0.009765625,1.2494790351479173e-05,666,BARK,141,0.1376953125,0.5000324297482268,252.0,0.24609375,True,3427559039
2,10,1,100.0,0.0689,0.0,0.0,0.546175,0.01953125,0.009765625,1.2494790351479173e-05,666,BARK,175,0.1708984375,0.9999972706596745,252.0,0.24609375,True,3427559039
2,10,1,100.0,0.0689,0.0,0.0,0.546175,0.01953125,0.009765625,1.2494790351479173e-05,666,BARK,217,0.2119140625,0.7690632144582384,252.0,0.24609375,True,3427559039
2,10,1,100.0,0.0689,0.0,0.0,0.546175,0.01953125,0.009765625,1.2494790351479173e-05,666,BARK,269,0.2626953125,0.9999867869322171,252.0,0.24609375,True,3427559039
2,10,1,100.0,0.0689,0.0,0.0,0.546175,0.01953125,0.009765625,1.2494790351479173e-05,666,BARK,333,0.3251953125,0.9999867869322171,252.0,0.24609375,True,3427559039
2,10,1,100.0,0.0689,0.0,0.0,0.546175,0.01953125,0.009765625,1.2494790351479173e-05,666,BARK,413,0.4033203125,0.9999867869322171,252.0,0.24609375,True,3427559039
2,10,1,100.0,0.0689,0.0,0.0,0.546175,0.01953125,0.009765625,1.2494790351479173e-05,666,BARK,512,0.5,0.9999867869322171,252.0,0.24609375,True,3427559039
