Hamiltonian_Index,Number_of_Sites,Max_Interactions,Fidelity,Ground_State_Density,Hamiltonian_Density,Overlap,BARK_Pool_Size,SKQD_Pool_Size,Seed
19,10,1,0.8,1.0,0.0107421875,0.0011197505942798286,866.0,898.0,2516282711
19,10,1,0.85,1.0,0.0107421875,0.0011197505942798286,903.0,932.0,2516282711
19,10,1,0.9,1.0,0.0107421875,0.0011197505942798286,951.0,inf,2516282711
19,10,1,0.95,1.0,0.0107421875,0.0011197505942798286,989.0,inf,2516282711
19,10,1,0.99,1.0,0.0107421875,0.0011197505942798286,1018.0,inf,2516282711
19,10,1,0.8,1.0,0.0107421875,0.001119750594279831,866.0,887.0,2516282711
19,10,1,0.85,1.0,0.0107421875,0.001119750594279831,903.0,931.0,2516282711
19,10,1,0.9,1.0,0.0107421875,0.001119750594279831,951.0,963.0,2516282711
19,10,1,0.95,1.0,0.0107421875,0.001119750594279831,989.0,inf,2516282711
19,10,1,0.99,1.0,0.0107421875,0.001119750594279831,1018.0,inf,2516282711
19,10,1,0.8,1.0,0.0107421875,0.0011197505942798338,866.0,898.0,2516282711
19,10,1,0.85,1.0,0.0107421875,0.0011197505942798338,903.0,921.0,2516282711
19,10,1,0.9,1.0,0.0107421875,0.0011197505942798338,951.0,951.0,2516282711
19,10,1,0.95,1.0,0.0107421875,0.0011197505942798338,989.0,991.0,2516282711
19,10,1,0.99,1.0,0.0107421875,0.0011197505942798338,1018.0,inf,2516282711
19,10,1,0.8,1.0,0.0107421875,0.0011197505942798379,866.0,880.0,2516282711
19,10,1,0.85,1.0,0.0107421875,0.0011197505942798379,903.0,929.0,2516282711
19,10,1,0.9,1.0,0.0107421875,0.0011197505942798379,951.0,950.0,2516282711
19,10,1,0.95,1.0,0.0107421875,0.0011197505942798379,989.0,inf,2516282711
19,10,1,0.99,1.0,0.0107421875,0.0011197505942798379,1018.0,inf,2516282711
19,10,1,0.8,1.0,0.0107421875,0.0011197505942798546,866.0,923.0,2516282711
19,10,1,0.85,1.0,0.0107421875,0.0011197505942798546,903.0,916.0,2516282711
19,10,1,0.9,1.0,0.0107421875,0.0011197505942798546,951.0,958.0,2516282711
19,10,1,0.95,1.0,0.0107421875,0.0011197505942798546,989.0,inf,2516282711
19,10,1,0.99,1.0,0.0107421875,0.0011197505942798546,1018.0,inf,2516282711
19,10,1,0.8,1.0,0.0107421875,0.0008479256274722404,866.0,900.0,2516282711
19,10,1,0.85,1.0,0.0107421875,0.0008479256274722404,903.0,921.0,2516282711
19,10,1,0.9,1.0,0.0107421875,0.0008479256274722404,951.0,966.0,2516282711
19,10,1,0.95,1.0,0.0107421875,0.0008479256274722404,989.0,inf,2516282711
19,10,1,0.99,1.0,0.0107421875,0.0008479256274722404,1018.0,inf,2516282711
19,10,1,0.8,1.0,0.0107421875,0.0008479256274722427,866.0,876.0,2516282711
19,10,1,0.85,1.0,0.0107421875,0.0008479256274722427,903.0,917.0,2516282711
19,10,1,0.9,1.0,0.0107421875,0.0008479256274722427,951.0,954.0,2516282711
19,10,1,0.95,1.0,0.0107421875,0.0008479256274722427,989.0,inf,2516282711
19,10,1,0.99,1.0,0.0107421875,0.0008479256274722427,1018.0,inf,2516282711
19,10,1,0.8,1.0,0.0107421875,0.0008479256274722449,866.0,900.0,2516282711
19,10,1,0.85,1.0,0.0107421875,0.0008479256274722449,903.0,938.0,2516282711
19,10,1,0.9,1.0,0.0107421875,0.0008479256274722449,951.0,inf,2516282711
19,10,1,0.95,1.0,0.0107421875,0.0008479256274722449,989.0,996.0,2516282711
19,10,1,0.99,1.0,0.0107421875,0.0008479256274722449,1018.0,inf,2516282711
19,10,1,0.8,1.0,0.0107421875,0.0008479256274722455,866.0,inf,2516282711
19,10,1,0.85,1.0,0.0107421875,0.0008479256274722455,903.0,931.0,2516282711
19,10,1,0.9,1.0,0.0107421875,0.0008479256274722455,951.0,968.0,2516282711
19,10,1,0.95,1.0,0.0107421875,0.0008479256274722455,989.0,inf,2516282711
19,10,1,0.99,1.0,0.0107421875,0.0008479256274722455,1018.0,inf,2516282711
19,10,1,0.8,1.0,0.0107421875,0.0008479256274722455,866.0,897.0,2516282711
19,10,1,0.85,1.0,0.0107421875,0.0008479256274722455,903.0,920.0,2516282711
19,10,1,0.9,1.0,0.0107421875,0.0008479256274722455,951.0,966.0,2516282711
19,10,1,0.95,1.0,0.0107421875,0.0008479256274722455,989.0,inf,2516282711
19,10,1,0.99,1.0,0.0107421875,0.0008479256274722455,1018.0,inf,2516282711
19,10,2,0.8,1.0,0.0107421875,0.0012082167512490805,881.0,872.0,3000844011
19,10,2,0.85,1.0,0.0107421875,0.0012082167512490805,920.0,inf,3000844011
19,10,2,0.9,1.0,0.0107421875,0.0012082167512490805,957.0,946.0,3000844011
19,10,2,0.95,1.0,0.0107421875,0.0012082167512490805,992.0,inf,3000844011
19,10,2,0.99,1.0,0.0107421875,0.0012082167512490805,1018.0,inf,3000844011
19,10,2,0.8,1.0,0.0107421875,0.0012368389548075805,882.0,904.0,3000844011
19,10,2,0.85,1.0,0.0107421875,0.0012368389548075805,923.0,914.0,3000844011
19,10,2,0.9,1.0,0.0107421875,0.0012368389548075805,960.0,inf,3000844011
19,10,2,0.95,1.0,0.0107421875,0.0012368389548075805,993.0,inf,3000844011
19,10,2,0.99,1.0,0.0107421875,0.0012368389548075805,1018.0,inf,3000844011
19,10,2,0.8,1.0,0.0107421875,0.0012368389548075996,882.0,873.0,3000844011
19,10,2,0.85,1.0,0.0107421875,0.0012368389548075996,923.0,918.0,3000844011
19,10,2,0.9,1.0,0.0107421875,0.0012368389548075996,960.0,944.0,3000844011
19,10,2,0.95,1.0,0.0107421875,0.0012368389548075996,993.0,inf,3000844011
19,10,2,0.99,1.0,0.0107421875,0.0012368389548075996,1018.0,inf,3000844011
19,10,2,0.8,1.0,0.0107421875,0.0012432863188715738,882.0,900.0,3000844011
19,10,2,0.85,1.0,0.0107421875,0.0012432863188715738,920.0,929.0,3000844011
19,10,2,0.9,1.0,0.0107421875,0.0012432863188715738,955.0,942.0,3000844011
19,10,2,0.95,1.0,0.0107421875,0.0012432863188715738,991.0,inf,3000844011
19,10,2,0.99,1.0,0.0107421875,0.0012432863188715738,1017.0,inf,3000844011
19,10,2,0.8,1.0,0.0107421875,0.001243286318871587,882.0,859.0,3000844011
19,10,2,0.85,1.0,0.0107421875,0.001243286318871587,920.0,907.0,3000844011
19,10,2,0.9,1.0,0.0107421875,0.001243286318871587,955.0,inf,3000844011
19,10,2,0.95,1.0,0.0107421875,0.001243286318871587,991.0,inf,3000844011
19,10,2,0.99,1.0,0.0107421875,0.001243286318871587,1017.0,inf,3000844011
19,10,2,0.8,1.0,0.0107421875,0.0007657712384611815,881.0,873.0,3000844011
19,10,2,0.85,1.0,0.0107421875,0.0007657712384611815,920.0,917.0,3000844011
19,10,2,0.9,1.0,0.0107421875,0.0007657712384611815,957.0,951.0,3000844011
19,10,2,0.95,1.0,0.0107421875,0.0007657712384611815,992.0,987.0,3000844011
19,10,2,0.99,1.0,0.0107421875,0.0007657712384611815,1018.0,inf,3000844011
19,10,2,0.8,1.0,0.0107421875,0.0007657712384611874,881.0,879.0,3000844011
19,10,2,0.85,1.0,0.0107421875,0.0007657712384611874,920.0,inf,3000844011
19,10,2,0.9,1.0,0.0107421875,0.0007657712384611874,957.0,948.0,3000844011
19,10,2,0.95,1.0,0.0107421875,0.0007657712384611874,992.0,989.0,3000844011
19,10,2,0.99,1.0,0.0107421875,0.0007657712384611874,1018.0,inf,3000844011
19,10,2,0.8,1.0,0.0107421875,0.000769844705765737,882.0,876.0,3000844011
19,10,2,0.85,1.0,0.0107421875,0.000769844705765737,920.0,909.0,3000844011
19,10,2,0.9,1.0,0.0107421875,0.000769844705765737,957.0,953.0,3000844011
19,10,2,0.95,1.0,0.0107421875,0.000769844705765737,992.0,inf,3000844011
19,10,2,0.99,1.0,0.0107421875,0.000769844705765737,1018.0,inf,3000844011
19,10,2,0.8,1.0,0.0107421875,0.0007698447057657551,882.0,893.0,3000844011
19,10,2,0.85,1.0,0.0107421875,0.0007698447057657551,920.0,903.0,3000844011
19,10,2,0.9,1.0,0.0107421875,0.0007698447057657551,957.0,951.0,3000844011
