Hamiltonian_Index,Number_of_Sites,Max_Interactions,Fidelity,Ground_State_Density,Hamiltonian_Density,Overlap,BARK_Pool_Size,SKQD_Pool_Size,Seed
12,10,1,0.8,1.0,0.0107421875,0.0010872590955946064,1024.0,inf,904767210
12,10,1,0.85,1.0,0.0107421875,0.0010872590955946064,1024.0,inf,904767210
12,10,1,0.9,1.0,0.0107421875,0.0010872590955946064,1024.0,inf,904767210
12,10,1,0.95,1.0,0.0107421875,0.0010872590955946064,1024.0,inf,904767210
12,10,1,0.99,1.0,0.0107421875,0.0010872590955946064,1024.0,inf,904767210
12,10,1,0.8,1.0,0.0107421875,0.0010872590955946068,1024.0,inf,904767210
12,10,1,0.85,1.0,0.0107421875,0.0010872590955946068,1024.0,inf,904767210
12,10,1,0.9,1.0,0.0107421875,0.0010872590955946068,1024.0,inf,904767210
12,10,1,0.95,1.0,0.0107421875,0.0010872590955946068,1024.0,inf,904767210
12,10,1,0.99,1.0,0.0107421875,0.0010872590955946068,1024.0,inf,904767210
12,10,1,0.8,1.0,0.0107421875,0.0010872590955946072,1024.0,inf,904767210
12,10,1,0.85,1.0,0.0107421875,0.0010872590955946072,1024.0,inf,904767210
12,10,1,0.9,1.0,0.0107421875,0.0010872590955946072,1024.0,inf,904767210
12,10,1,0.95,1.0,0.0107421875,0.0010872590955946072,1024.0,inf,904767210
12,10,1,0.99,1.0,0.0107421875,0.0010872590955946072,1024.0,inf,904767210
12,10,1,0.8,1.0,0.0107421875,0.0010872590955946077,1024.0,inf,904767210
12,10,1,0.85,1.0,0.0107421875,0.0010872590955946077,1024.0,inf,904767210
12,10,1,0.9,1.0,0.0107421875,0.0010872590955946077,1024.0,inf,904767210
12,10,1,0.95,1.0,0.0107421875,0.0010872590955946077,1024.0,inf,904767210
12,10,1,0.99,1.0,0.0107421875,0.0010872590955946077,1024.0,inf,904767210
12,10,1,0.8,1.0,0.0107421875,0.0010872590955946081,1024.0,inf,904767210
12,10,1,0.85,1.0,0.0107421875,0.0010872590955946081,1024.0,inf,904767210
12,10,1,0.9,1.0,0.0107421875,0.0010872590955946081,1024.0,inf,904767210
12,10,1,0.95,1.0,0.0107421875,0.0010872590955946081,1024.0,inf,904767210
12,10,1,0.99,1.0,0.0107421875,0.0010872590955946081,1024.0,inf,904767210
12,10,1,0.8,1.0,0.0107421875,0.0008747339965282376,1024.0,inf,904767210
12,10,1,0.85,1.0,0.0107421875,0.0008747339965282376,1024.0,inf,904767210
12,10,1,0.9,1.0,0.0107421875,0.0008747339965282376,1024.0,inf,904767210
12,10,1,0.95,1.0,0.0107421875,0.0008747339965282376,1024.0,inf,904767210
12,10,1,0.99,1.0,0.0107421875,0.0008747339965282376,1024.0,inf,904767210
12,10,1,0.8,1.0,0.0107421875,0.0008747339965282384,1024.0,inf,904767210
12,10,1,0.85,1.0,0.0107421875,0.0008747339965282384,1024.0,inf,904767210
12,10,1,0.9,1.0,0.0107421875,0.0008747339965282384,1024.0,inf,904767210
12,10,1,0.95,1.0,0.0107421875,0.0008747339965282384,1024.0,inf,904767210
12,10,1,0.99,1.0,0.0107421875,0.0008747339965282384,1024.0,inf,904767210
12,10,1,0.8,1.0,0.0107421875,0.0008747339965282454,1024.0,inf,904767210
12,10,1,0.85,1.0,0.0107421875,0.0008747339965282454,1024.0,inf,904767210
12,10,1,0.9,1.0,0.0107421875,0.0008747339965282454,1024.0,inf,904767210
12,10,1,0.95,1.0,0.0107421875,0.0008747339965282454,1024.0,inf,904767210
12,10,1,0.99,1.0,0.0107421875,0.0008747339965282454,1024.0,inf,904767210
12,10,1,0.8,1.0,0.0107421875,0.0008747339965282462,1024.0,inf,904767210
12,10,1,0.85,1.0,0.0107421875,0.0008747339965282462,1024.0,inf,904767210
12,10,1,0.9,1.0,0.0107421875,0.0008747339965282462,1024.0,inf,904767210
12,10,1,0.95,1.0,0.0107421875,0.0008747339965282462,1024.0,inf,904767210
12,10,1,0.99,1.0,0.0107421875,0.0008747339965282462,1024.0,inf,904767210
12,10,1,0.8,1.0,0.0107421875,0.0008747339965282509,1024.0,inf,904767210
12,10,1,0.85,1.0,0.0107421875,0.0008747339965282509,1024.0,inf,904767210
12,10,1,0.9,1.0,0.0107421875,0.0008747339965282509,1024.0,inf,904767210
12,10,1,0.95,1.0,0.0107421875,0.0008747339965282509,1024.0,inf,904767210
12,10,1,0.99,1.0,0.0107421875,0.0008747339965282509,1024.0,inf,904767210
12,10,2,0.8,1.0,0.0107421875,0.0014155947044797476,1018.0,inf,2659193958
12,10,2,0.85,1.0,0.0107421875,0.0014155947044797476,1020.0,inf,2659193958
12,10,2,0.9,1.0,0.0107421875,0.0014155947044797476,1022.0,inf,2659193958
12,10,2,0.95,1.0,0.0107421875,0.0014155947044797476,1023.0,inf,2659193958
12,10,2,0.99,1.0,0.0107421875,0.0014155947044797476,1024.0,inf,2659193958
