Hamiltonian_Index,Number_of_Sites,Max_Interactions,Fidelity,Ground_State_Density,Hamiltonian_Density,Overlap,BARK_Pool_Size,SKQD_Pool_Size,Seed
11,10,1,0.8,1.0,0.0107421875,0.001084207389610548,929.0,886.0,3481402002
11,10,1,0.85,1.0,0.0107421875,0.001084207389610548,960.0,925.0,3481402002
11,10,1,0.9,1.0,0.0107421875,0.001084207389610548,987.0,948.0,3481402002
11,10,1,0.95,1.0,0.0107421875,0.001084207389610548,1006.0,inf,3481402002
11,10,1,0.99,1.0,0.0107421875,0.001084207389610548,1020.0,inf,3481402002
11,10,1,0.8,1.0,0.0107421875,0.0010842073896105491,929.0,904.0,3481402002
11,10,1,0.85,1.0,0.0107421875,0.0010842073896105491,960.0,927.0,3481402002
11,10,1,0.9,1.0,0.0107421875,0.0010842073896105491,987.0,953.0,3481402002
11,10,1,0.95,1.0,0.0107421875,0.0010842073896105491,1006.0,inf,3481402002
11,10,1,0.99,1.0,0.0107421875,0.0010842073896105491,1020.0,inf,3481402002
11,10,1,0.8,1.0,0.0107421875,0.0010842073896105504,929.0,inf,3481402002
11,10,1,0.85,1.0,0.0107421875,0.0010842073896105504,960.0,926.0,3481402002
11,10,1,0.9,1.0,0.0107421875,0.0010842073896105504,987.0,inf,3481402002
11,10,1,0.95,1.0,0.0107421875,0.0010842073896105504,1006.0,inf,3481402002
11,10,1,0.99,1.0,0.0107421875,0.0010842073896105504,1020.0,inf,3481402002
11,10,1,0.8,1.0,0.0107421875,0.0010842073896105504,929.0,881.0,3481402002
11,10,1,0.85,1.0,0.0107421875,0.0010842073896105504,960.0,923.0,3481402002
11,10,1,0.9,1.0,0.0107421875,0.0010842073896105504,987.0,inf,3481402002
11,10,1,0.95,1.0,0.0107421875,0.0010842073896105504,1006.0,inf,3481402002
11,10,1,0.99,1.0,0.0107421875,0.0010842073896105504,1020.0,inf,3481402002
11,10,1,0.8,1.0,0.0107421875,0.0010842073896105504,929.0,inf,3481402002
11,10,1,0.85,1.0,0.0107421875,0.0010842073896105504,960.0,924.0,3481402002
11,10,1,0.9,1.0,0.0107421875,0.0010842073896105504,987.0,inf,3481402002
11,10,1,0.95,1.0,0.0107421875,0.0010842073896105504,1006.0,inf,3481402002
11,10,1,0.99,1.0,0.0107421875,0.0010842073896105504,1020.0,inf,3481402002
11,10,1,0.8,1.0,0.0107421875,0.0008772008315395284,935.0,inf,3481402002
11,10,1,0.85,1.0,0.0107421875,0.0008772008315395284,962.0,inf,3481402002
11,10,1,0.9,1.0,0.0107421875,0.0008772008315395284,988.0,inf,3481402002
11,10,1,0.95,1.0,0.0107421875,0.0008772008315395284,1006.0,inf,3481402002
11,10,1,0.99,1.0,0.0107421875,0.0008772008315395284,1020.0,inf,3481402002
11,10,1,0.8,1.0,0.0107421875,0.0008772008315395294,935.0,878.0,3481402002
11,10,1,0.85,1.0,0.0107421875,0.0008772008315395294,962.0,914.0,3481402002
11,10,1,0.9,1.0,0.0107421875,0.0008772008315395294,988.0,inf,3481402002
11,10,1,0.95,1.0,0.0107421875,0.0008772008315395294,1006.0,inf,3481402002
11,10,1,0.99,1.0,0.0107421875,0.0008772008315395294,1020.0,inf,3481402002
11,10,1,0.8,1.0,0.0107421875,0.0008772008315395452,935.0,889.0,3481402002
11,10,1,0.85,1.0,0.0107421875,0.0008772008315395452,962.0,inf,3481402002
11,10,1,0.9,1.0,0.0107421875,0.0008772008315395452,988.0,inf,3481402002
11,10,1,0.95,1.0,0.0107421875,0.0008772008315395452,1006.0,inf,3481402002
11,10,1,0.99,1.0,0.0107421875,0.0008772008315395452,1020.0,inf,3481402002
11,10,1,0.8,1.0,0.0107421875,0.0008772008315395458,935.0,885.0,3481402002
11,10,1,0.85,1.0,0.0107421875,0.0008772008315395458,962.0,919.0,3481402002
11,10,1,0.9,1.0,0.0107421875,0.0008772008315395458,988.0,inf,3481402002
11,10,1,0.95,1.0,0.0107421875,0.0008772008315395458,1006.0,inf,3481402002
11,10,1,0.99,1.0,0.0107421875,0.0008772008315395458,1020.0,inf,3481402002
11,10,1,0.8,1.0,0.0107421875,0.0008772008315395463,935.0,inf,3481402002
11,10,1,0.85,1.0,0.0107421875,0.0008772008315395463,962.0,955.0,3481402002
11,10,1,0.9,1.0,0.0107421875,0.0008772008315395463,988.0,inf,3481402002
11,10,1,0.95,1.0,0.0107421875,0.0008772008315395463,1006.0,inf,3481402002
11,10,1,0.99,1.0,0.0107421875,0.0008772008315395463,1020.0,inf,3481402002
11,10,2,0.8,1.0,0.0107421875,0.0013346476393027334,888.0,904.0,323139527
11,10,2,0.85,1.0,0.0107421875,0.0013346476393027334,928.0,inf,323139527
11,10,2,0.9,1.0,0.0107421875,0.0013346476393027334,959.0,980.0,323139527
11,10,2,0.95,1.0,0.0107421875,0.0013346476393027334,997.0,inf,323139527
11,10,2,0.99,1.0,0.0107421875,0.0013346476393027334,1019.0,inf,323139527
11,10,2,0.8,1.0,0.0107421875,0.0013687937123716507,888.0,914.0,323139527
11,10,2,0.85,1.0,0.0107421875,0.0013687937123716507,928.0,inf,323139527
11,10,2,0.9,1.0,0.0107421875,0.0013687937123716507,959.0,973.0,323139527
11,10,2,0.95,1.0,0.0107421875,0.0013687937123716507,997.0,inf,323139527
11,10,2,0.99,1.0,0.0107421875,0.0013687937123716507,1019.0,inf,323139527
11,10,2,0.8,1.0,0.0107421875,0.0013687937123716687,888.0,inf,323139527
11,10,2,0.85,1.0,0.0107421875,0.0013687937123716687,928.0,inf,323139527
11,10,2,0.9,1.0,0.0107421875,0.0013687937123716687,959.0,969.0,323139527
11,10,2,0.95,1.0,0.0107421875,0.0013687937123716687,997.0,inf,323139527
11,10,2,0.99,1.0,0.0107421875,0.0013687937123716687,1019.0,inf,323139527
11,10,2,0.8,1.0,0.0107421875,0.001368793712371741,888.0,934.0,323139527
11,10,2,0.85,1.0,0.0107421875,0.001368793712371741,928.0,951.0,323139527
11,10,2,0.9,1.0,0.0107421875,0.001368793712371741,959.0,inf,323139527
11,10,2,0.95,1.0,0.0107421875,0.001368793712371741,997.0,inf,323139527
11,10,2,0.99,1.0,0.0107421875,0.001368793712371741,1019.0,inf,323139527
11,10,2,0.8,1.0,0.0107421875,0.0013687937123717522,888.0,886.0,323139527
11,10,2,0.85,1.0,0.0107421875,0.0013687937123717522,928.0,950.0,323139527
11,10,2,0.9,1.0,0.0107421875,0.0013687937123717522,959.0,inf,323139527
11,10,2,0.95,1.0,0.0107421875,0.0013687937123717522,997.0,inf,323139527
11,10,2,0.99,1.0,0.0107421875,0.0013687937123717522,1019.0,inf,323139527
11,10,2,0.8,1.0,0.0107421875,0.0007054398678131685,888.0,896.0,323139527
11,10,2,0.85,1.0,0.0107421875,0.0007054398678131685,932.0,949.0,323139527
11,10,2,0.9,1.0,0.0107421875,0.0007054398678131685,964.0,960.0,323139527
