Hamiltonian_Index,Number_of_Sites,Max_Interactions,Fidelity,Ground_State_Density,Hamiltonian_Density,Overlap,BARK_Pool_Size,SKQD_Pool_Size,Seed
8,10,1,0.8,1.0,0.0107421875,0.001165058644475248,1021.0,inf,4067299839
8,10,1,0.85,1.0,0.0107421875,0.001165058644475248,1022.0,inf,4067299839
8,10,1,0.9,1.0,0.0107421875,0.001165058644475248,1023.0,inf,4067299839
8,10,1,0.95,1.0,0.0107421875,0.001165058644475248,1024.0,inf,4067299839
8,10,1,0.99,1.0,0.0107421875,0.001165058644475248,1024.0,inf,4067299839
8,10,1,0.8,1.0,0.0107421875,0.001165058644475248,1021.0,inf,4067299839
8,10,1,0.85,1.0,0.0107421875,0.001165058644475248,1022.0,inf,4067299839
8,10,1,0.9,1.0,0.0107421875,0.001165058644475248,1023.0,inf,4067299839
8,10,1,0.95,1.0,0.0107421875,0.001165058644475248,1024.0,inf,4067299839
8,10,1,0.99,1.0,0.0107421875,0.001165058644475248,1024.0,inf,4067299839
8,10,1,0.8,1.0,0.0107421875,0.0011650586444752484,1021.0,inf,4067299839
8,10,1,0.85,1.0,0.0107421875,0.0011650586444752484,1022.0,inf,4067299839
8,10,1,0.9,1.0,0.0107421875,0.0011650586444752484,1023.0,inf,4067299839
8,10,1,0.95,1.0,0.0107421875,0.0011650586444752484,1024.0,inf,4067299839
8,10,1,0.99,1.0,0.0107421875,0.0011650586444752484,1024.0,inf,4067299839
8,10,1,0.8,1.0,0.0107421875,0.0011650586444752484,1021.0,inf,4067299839
8,10,1,0.85,1.0,0.0107421875,0.0011650586444752484,1022.0,inf,4067299839
8,10,1,0.9,1.0,0.0107421875,0.0011650586444752484,1023.0,inf,4067299839
8,10,1,0.95,1.0,0.0107421875,0.0011650586444752484,1024.0,inf,4067299839
8,10,1,0.99,1.0,0.0107421875,0.0011650586444752484,1024.0,inf,4067299839
8,10,1,0.8,1.0,0.0107421875,0.0011650586444752495,1021.0,inf,4067299839
8,10,1,0.85,1.0,0.0107421875,0.0011650586444752495,1022.0,inf,4067299839
8,10,1,0.9,1.0,0.0107421875,0.0011650586444752495,1023.0,inf,4067299839
8,10,1,0.95,1.0,0.0107421875,0.0011650586444752495,1024.0,inf,4067299839
8,10,1,0.99,1.0,0.0107421875,0.0011650586444752495,1024.0,inf,4067299839
8,10,1,0.8,1.0,0.0107421875,0.0008127637940904579,1021.0,inf,4067299839
8,10,1,0.85,1.0,0.0107421875,0.0008127637940904579,1022.0,inf,4067299839
8,10,1,0.9,1.0,0.0107421875,0.0008127637940904579,1023.0,inf,4067299839
8,10,1,0.95,1.0,0.0107421875,0.0008127637940904579,1024.0,inf,4067299839
8,10,1,0.99,1.0,0.0107421875,0.0008127637940904579,1024.0,inf,4067299839
8,10,1,0.8,1.0,0.0107421875,0.0008127637940904595,1021.0,inf,4067299839
8,10,1,0.85,1.0,0.0107421875,0.0008127637940904595,1022.0,inf,4067299839
8,10,1,0.9,1.0,0.0107421875,0.0008127637940904595,1023.0,inf,4067299839
8,10,1,0.95,1.0,0.0107421875,0.0008127637940904595,1024.0,inf,4067299839
8,10,1,0.99,1.0,0.0107421875,0.0008127637940904595,1024.0,inf,4067299839
8,10,1,0.8,1.0,0.0107421875,0.0008127637940904619,1021.0,inf,4067299839
8,10,1,0.85,1.0,0.0107421875,0.0008127637940904619,1022.0,inf,4067299839
8,10,1,0.9,1.0,0.0107421875,0.0008127637940904619,1023.0,inf,4067299839
8,10,1,0.95,1.0,0.0107421875,0.0008127637940904619,1024.0,inf,4067299839
8,10,1,0.99,1.0,0.0107421875,0.0008127637940904619,1024.0,inf,4067299839
