Hamiltonian_Index,Number_of_Sites,Max_Interactions,Fidelity,Ground_State_Density,Hamiltonian_Density,Overlap,BARK_Pool_Size,SKQD_Pool_Size,Seed
6,6,1,0.8,1.0,0.109375,0.01676337642703821,55.0,56.0,2265324701
6,6,1,0.85,1.0,0.109375,0.01676337642703821,57.0,58.0,2265324701
6,6,1,0.9,1.0,0.109375,0.01676337642703821,60.0,inf,2265324701
6,6,1,0.95,1.0,0.109375,0.01676337642703821,62.0,inf,2265324701
6,6,1,0.99,1.0,0.109375,0.01676337642703821,64.0,inf,2265324701
6,6,1,0.8,1.0,0.109375,0.01676337642703821,55.0,56.0,2265324701
6,6,1,0.85,1.0,0.109375,0.01676337642703821,57.0,58.0,2265324701
6,6,1,0.9,1.0,0.109375,0.01676337642703821,60.0,59.0,2265324701
6,6,1,0.95,1.0,0.109375,0.01676337642703821,62.0,inf,2265324701
6,6,1,0.99,1.0,0.109375,0.01676337642703821,64.0,inf,2265324701
6,6,1,0.8,1.0,0.109375,0.01676337642703825,55.0,56.0,2265324701
6,6,1,0.85,1.0,0.109375,0.01676337642703825,57.0,57.0,2265324701
6,6,1,0.9,1.0,0.109375,0.01676337642703825,60.0,60.0,2265324701
6,6,1,0.95,1.0,0.109375,0.01676337642703825,62.0,inf,2265324701
6,6,1,0.99,1.0,0.109375,0.01676337642703825,64.0,64.0,2265324701
6,6,1,0.8,1.0,0.109375,0.016763376427038262,55.0,53.0,2265324701
6,6,1,0.85,1.0,0.109375,0.016763376427038262,57.0,57.0,2265324701
6,6,1,0.9,1.0,0.109375,0.016763376427038262,60.0,61.0,2265324701
6,6,1,0.95,1.0,0.109375,0.016763376427038262,62.0,62.0,2265324701
6,6,1,0.99,1.0,0.109375,0.016763376427038262,64.0,inf,2265324701
6,6,1,0.8,1.0,0.109375,0.016763376427038262,55.0,54.0,2265324701
6,6,1,0.85,1.0,0.109375,0.016763376427038262,57.0,57.0,2265324701
6,6,1,0.9,1.0,0.109375,0.016763376427038262,60.0,61.0,2265324701
6,6,1,0.95,1.0,0.109375,0.016763376427038262,62.0,64.0,2265324701
6,6,1,0.99,1.0,0.109375,0.016763376427038262,64.0,64.0,2265324701
6,6,1,0.8,1.0,0.109375,0.014538201775824025,55.0,inf,2265324701
6,6,1,0.85,1.0,0.109375,0.014538201775824025,57.0,56.0,2265324701
6,6,1,0.9,1.0,0.109375,0.014538201775824025,60.0,inf,2265324701
6,6,1,0.95,1.0,0.109375,0.014538201775824025,62.0,63.0,2265324701
6,6,1,0.99,1.0,0.109375,0.014538201775824025,64.0,inf,2265324701
6,6,1,0.8,1.0,0.109375,0.014538201775824083,55.0,57.0,2265324701
6,6,1,0.85,1.0,0.109375,0.014538201775824083,57.0,58.0,2265324701
