Hamiltonian_Index,Number_of_Sites,Max_Interactions,Ground_State_Density,Hamiltonian_Density,Overlap,Initial_State_Index,Algorithm,Budget,Budget_Fraction,Fidelity,Final_Pool_Size,Final_Pool_Fraction,Terminated_Early,Seed
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,1,0.000244140625,0.06833470168427334,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,2,0.00048828125,0.4055668518702069,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,3,0.000732421875,0.5568319344135091,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,4,0.0009765625,0.5984187539412282,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,5,0.001220703125,0.60301275507873,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,6,0.00146484375,0.6334213814989545,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,8,0.001953125,0.6349459478350498,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,11,0.002685546875,0.6355030642057193,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,14,0.00341796875,0.6351202243779295,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,18,0.00439453125,0.6383140371964372,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,23,0.005615234375,0.6825060634639303,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,31,0.007568359375,0.6825061860635357,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,40,0.009765625,0.6897364980116767,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,52,0.0126953125,0.7634168144451458,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,67,0.016357421875,0.8250446150516271,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,87,0.021240234375,0.8924116436686803,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,114,0.02783203125,0.9212617268123828,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,148,0.0361328125,0.9331286153203419,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,192,0.046875,0.949795431621185,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,250,0.06103515625,0.959063885475114,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,325,0.079345703125,0.9765192003878934,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,423,0.103271484375,0.9825203678354858,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,550,0.13427734375,0.9891011285210727,2048.0,0.5,False,1528338120
9,12,3,0.209228515625,0.004638671875,0.06833470168427334,97,BARK,715,0.174560546875,0.9983727949149012,2048.0,0.5,False,1528338120
