Hamiltonian_Index,Number_of_Sites,Max_Interactions,Ground_State_Density,Hamiltonian_Density,Overlap,Initial_State_Index,Algorithm,Budget,Budget_Fraction,Fidelity,Final_Pool_Size,Final_Pool_Fraction,Terminated_Early,Seed
5,12,1,0.0068359375,0.001708984375,0.04389740430360336,3554,BARK,1,0.000244140625,0.04389740430360336,64.0,0.015625,True,2028201719
5,12,1,0.0068359375,0.001708984375,0.04389740430360336,3554,BARK,2,0.00048828125,0.7087354694051459,64.0,0.015625,True,2028201719
5,12,1,0.0068359375,0.001708984375,0.04389740430360336,3554,BARK,3,0.000732421875,0.9582255159531553,64.0,0.015625,True,2028201719
5,12,1,0.0068359375,0.001708984375,0.04389740430360336,3554,BARK,4,0.0009765625,0.9766504593824754,64.0,0.015625,True,2028201719
5,12,1,0.0068359375,0.001708984375,0.04389740430360336,3554,BARK,5,0.001220703125,0.9768031325662526,64.0,0.015625,True,2028201719
5,12,1,0.0068359375,0.001708984375,0.04389740430360336,3554,BARK,6,0.00146484375,0.9804956518577813,64.0,0.015625,True,2028201719
5,12,1,0.0068359375,0.001708984375,0.04389740430360336,3554,BARK,8,0.001953125,0.9935251351400084,64.0,0.015625,True,2028201719
5,12,1,0.0068359375,0.001708984375,0.04389740430360336,3554,BARK,11,0.002685546875,0.9958545606385627,64.0,0.015625,True,2028201719
5,12,1,0.0068359375,0.001708984375,0.04389740430360336,3554,BARK,14,0.00341796875,0.9969062090754917,64.0,0.015625,True,2028201719
5,12,1,0.0068359375,0.001708984375,0.04389740430360336,3554,BARK,18,0.00439453125,0.9969837516104162,64.0,0.015625,True,2028201719
5,12,1,0.0068359375,0.001708984375,0.04389740430360336,3554,BARK,23,0.005615234375,0.999904160642162,64.0,0.015625,True,2028201719
5,12,1,0.0068359375,0.001708984375,0.04389740430360336,3554,BARK,31,0.007568359375,0.999929170628287,64.0,0.015625,True,2028201719
5,12,1,0.0068359375,0.001708984375,0.04389740430360336,3554,BARK,40,0.009765625,0.9999982479163042,64.0,0.015625,True,2028201719
5,12,1,0.0068359375,0.001708984375,0.04389740430360336,3554,BARK,52,0.0126953125,0.9999999945039131,64.0,0.015625,True,2028201719
5,12,1,0.0068359375,0.001708984375,0.04389740430360336,3554,BARK,67,0.016357421875,1.0000000000000004,64.0,0.015625,True,2028201719
