Hamiltonian_Index,Number_of_Sites,Max_Interactions,Fidelity,Penalty_Strength,Ground_State_Density,Hamiltonian_Density,Overlap,BARK_Pool_Size,SKQD_Pool_Size,Seed
1,8,1,0.8,0.1,0.0625,0.01953125,0.07350865197690079,14.0,16.0,2197963892
1,8,1,0.85,0.1,0.0625,0.01953125,0.07350865197690079,15.0,16.0,2197963892
1,8,1,0.9,0.1,0.0625,0.01953125,0.07350865197690079,15.0,inf,2197963892
1,8,1,0.95,0.1,0.0625,0.01953125,0.07350865197690079,16.0,16.0,2197963892
1,8,1,0.99,0.1,0.0625,0.01953125,0.07350865197690079,16.0,16.0,2197963892
1,8,1,0.8,0.1,0.0625,0.01953125,0.07572318379429624,13.0,15.0,2197963892
1,8,1,0.85,0.1,0.0625,0.01953125,0.07572318379429624,14.0,15.0,2197963892
1,8,1,0.9,0.1,0.0625,0.01953125,0.07572318379429624,15.0,inf,2197963892
1,8,1,0.95,0.1,0.0625,0.01953125,0.07572318379429624,16.0,16.0,2197963892
1,8,1,0.99,0.1,0.0625,0.01953125,0.07572318379429624,16.0,16.0,2197963892
1,8,1,0.8,0.1,0.0625,0.01953125,0.08811030393339421,14.0,inf,2197963892
1,8,1,0.85,0.1,0.0625,0.01953125,0.08811030393339421,15.0,15.0,2197963892
1,8,1,0.9,0.1,0.0625,0.01953125,0.08811030393339421,15.0,15.0,2197963892
1,8,1,0.95,0.1,0.0625,0.01953125,0.08811030393339421,16.0,16.0,2197963892
1,8,1,0.99,0.1,0.0625,0.01953125,0.08811030393339421,16.0,16.0,2197963892
1,8,1,0.8,0.1,0.0625,0.01953125,0.10101915710770369,13.0,16.0,2197963892
1,8,1,0.85,0.1,0.0625,0.01953125,0.10101915710770369,14.0,16.0,2197963892
1,8,1,0.9,0.1,0.0625,0.01953125,0.10101915710770369,15.0,16.0,2197963892
1,8,1,0.95,0.1,0.0625,0.01953125,0.10101915710770369,16.0,16.0,2197963892
1,8,1,0.99,0.1,0.0625,0.01953125,0.10101915710770369,16.0,16.0,2197963892
1,8,1,0.8,0.1,0.0625,0.01953125,0.12108545588146612,13.0,14.0,2197963892
1,8,1,0.85,0.1,0.0625,0.01953125,0.12108545588146612,14.0,15.0,2197963892
1,8,1,0.9,0.1,0.0625,0.01953125,0.12108545588146612,15.0,15.0,2197963892
1,8,1,0.95,0.1,0.0625,0.01953125,0.12108545588146612,16.0,15.0,2197963892
1,8,1,0.99,0.1,0.0625,0.01953125,0.12108545588146612,16.0,16.0,2197963892
1,8,1,0.8,0.1,0.0625,0.01953125,0.0,inf,inf,2197963892
1,8,1,0.85,0.1,0.0625,0.01953125,0.0,inf,inf,2197963892
1,8,1,0.9,0.1,0.0625,0.01953125,0.0,inf,inf,2197963892
1,8,1,0.95,0.1,0.0625,0.01953125,0.0,inf,inf,2197963892
1,8,1,0.99,0.1,0.0625,0.01953125,0.0,inf,inf,2197963892
1,8,1,0.8,0.1,0.0625,0.01953125,0.0,inf,inf,2197963892
1,8,1,0.85,0.1,0.0625,0.01953125,0.0,inf,inf,2197963892
1,8,1,0.9,0.1,0.0625,0.01953125,0.0,inf,inf,2197963892
1,8,1,0.95,0.1,0.0625,0.01953125,0.0,inf,inf,2197963892
1,8,1,0.99,0.1,0.0625,0.01953125,0.0,inf,inf,2197963892
1,8,1,0.8,0.1,0.0625,0.01953125,0.0,inf,inf,2197963892
