Hamiltonian_Index,Number_of_Sites,Max_Interactions,Fidelity,Penalty_Strength,Ground_State_Density,Hamiltonian_Density,Overlap,BARK_Pool_Size,SKQD_Pool_Size,Seed
1,6,1,0.8,0.1,0.125,0.0625,0.10146008539368043,8.0,8.0,1426059767
1,6,1,0.85,0.1,0.125,0.0625,0.10146008539368043,8.0,8.0,1426059767
1,6,1,0.9,0.1,0.125,0.0625,0.10146008539368043,8.0,8.0,1426059767
1,6,1,0.95,0.1,0.125,0.0625,0.10146008539368043,8.0,8.0,1426059767
1,6,1,0.99,0.1,0.125,0.0625,0.10146008539368043,8.0,8.0,1426059767
1,6,1,0.8,0.1,0.125,0.0625,0.12934323415602397,7.0,7.0,1426059767
1,6,1,0.85,0.1,0.125,0.0625,0.12934323415602397,7.0,8.0,1426059767
1,6,1,0.9,0.1,0.125,0.0625,0.12934323415602397,8.0,8.0,1426059767
1,6,1,0.95,0.1,0.125,0.0625,0.12934323415602397,8.0,8.0,1426059767
1,6,1,0.99,0.1,0.125,0.0625,0.12934323415602397,8.0,8.0,1426059767
1,6,1,0.8,0.1,0.125,0.0625,0.15406995963997755,7.0,inf,1426059767
1,6,1,0.85,0.1,0.125,0.0625,0.15406995963997755,7.0,7.0,1426059767
1,6,1,0.9,0.1,0.125,0.0625,0.15406995963997755,8.0,8.0,1426059767
1,6,1,0.95,0.1,0.125,0.0625,0.15406995963997755,8.0,8.0,1426059767
1,6,1,0.99,0.1,0.125,0.0625,0.15406995963997755,8.0,8.0,1426059767
1,6,1,0.8,0.1,0.125,0.0625,0.1809839401594321,7.0,7.0,1426059767
1,6,1,0.85,0.1,0.125,0.0625,0.1809839401594321,7.0,7.0,1426059767
1,6,1,0.9,0.1,0.125,0.0625,0.1809839401594321,8.0,8.0,1426059767
1,6,1,0.95,0.1,0.125,0.0625,0.1809839401594321,8.0,8.0,1426059767
1,6,1,0.99,0.1,0.125,0.0625,0.1809839401594321,8.0,8.0,1426059767
1,6,1,0.8,0.1,0.125,0.0625,0.21558289104021988,7.0,7.0,1426059767
1,6,1,0.85,0.1,0.125,0.0625,0.21558289104021988,7.0,8.0,1426059767
1,6,1,0.9,0.1,0.125,0.0625,0.21558289104021988,8.0,8.0,1426059767
1,6,1,0.95,0.1,0.125,0.0625,0.21558289104021988,8.0,8.0,1426059767
1,6,1,0.99,0.1,0.125,0.0625,0.21558289104021988,8.0,8.0,1426059767
1,6,1,0.8,0.1,0.125,0.0625,6.701947221438597e-42,inf,inf,1426059767
1,6,1,0.85,0.1,0.125,0.0625,6.701947221438597e-42,inf,inf,1426059767
1,6,1,0.9,0.1,0.125,0.0625,6.701947221438597e-42,inf,inf,1426059767
1,6,1,0.95,0.1,0.125,0.0625,6.701947221438597e-42,inf,inf,1426059767
1,6,1,0.99,0.1,0.125,0.0625,6.701947221438597e-42,inf,inf,1426059767
1,6,1,0.8,0.1,0.125,0.0625,6.247482958972546e-37,inf,inf,1426059767
1,6,1,0.85,0.1,0.125,0.0625,6.247482958972546e-37,inf,inf,1426059767
1,6,1,0.9,0.1,0.125,0.0625,6.247482958972546e-37,inf,inf,1426059767
1,6,1,0.95,0.1,0.125,0.0625,6.247482958972546e-37,inf,inf,1426059767
1,6,1,0.99,0.1,0.125,0.0625,6.247482958972546e-37,inf,inf,1426059767
1,6,1,0.8,0.1,0.125,0.0625,4.306414335217724e-36,inf,inf,1426059767
1,6,1,0.85,0.1,0.125,0.0625,4.306414335217724e-36,inf,inf,1426059767
1,6,1,0.9,0.1,0.125,0.0625,4.306414335217724e-36,inf,inf,1426059767
1,6,1,0.95,0.1,0.125,0.0625,4.306414335217724e-36,inf,inf,1426059767
1,6,1,0.99,0.1,0.125,0.0625,4.306414335217724e-36,inf,inf,1426059767
1,6,1,0.8,0.1,0.125,0.0625,6.243507148948413e-36,inf,inf,1426059767
1,6,1,0.85,0.1,0.125,0.0625,6.243507148948413e-36,inf,inf,1426059767
1,6,1,0.9,0.1,0.125,0.0625,6.243507148948413e-36,inf,inf,1426059767
1,6,1,0.95,0.1,0.125,0.0625,6.243507148948413e-36,inf,inf,1426059767
1,6,1,0.99,0.1,0.125,0.0625,6.243507148948413e-36,inf,inf,1426059767
1,6,1,0.8,0.1,0.125,0.0625,1.59900828361226e-35,inf,inf,1426059767
1,6,1,0.85,0.1,0.125,0.0625,1.59900828361226e-35,inf,inf,1426059767
1,6,1,0.9,0.1,0.125,0.0625,1.59900828361226e-35,inf,inf,1426059767
1,6,1,0.95,0.1,0.125,0.0625,1.59900828361226e-35,inf,inf,1426059767
1,6,1,0.99,0.1,0.125,0.0625,1.59900828361226e-35,inf,inf,1426059767
4,6,1,0.8,1.0,0.09375,0.0625,9.326010958260543e-06,3.0,inf,878181491
4,6,1,0.85,1.0,0.09375,0.0625,9.326010958260543e-06,3.0,inf,878181491
4,6,1,0.9,1.0,0.09375,0.0625,9.326010958260543e-06,3.0,inf,878181491
4,6,1,0.95,1.0,0.09375,0.0625,9.326010958260543e-06,3.0,inf,878181491
4,6,1,0.99,1.0,0.09375,0.0625,9.326010958260543e-06,5.0,inf,878181491
4,6,1,0.8,1.0,0.09375,0.0625,0.009238983374444839,3.0,4.0,878181491
4,6,1,0.85,1.0,0.09375,0.0625,0.009238983374444839,3.0,4.0,878181491
4,6,1,0.9,1.0,0.09375,0.0625,0.009238983374444839,3.0,4.0,878181491
4,6,1,0.95,1.0,0.09375,0.0625,0.009238983374444839,3.0,4.0,878181491
4,6,1,0.99,1.0,0.09375,0.0625,0.009238983374444839,4.0,4.0,878181491
4,6,1,0.8,1.0,0.09375,0.0625,0.028472941179162485,3.0,4.0,878181491
4,6,1,0.85,1.0,0.09375,0.0625,0.028472941179162485,3.0,4.0,878181491
4,6,1,0.9,1.0,0.09375,0.0625,0.028472941179162485,3.0,4.0,878181491
4,6,1,0.95,1.0,0.09375,0.0625,0.028472941179162485,3.0,4.0,878181491
4,6,1,0.99,1.0,0.09375,0.0625,0.028472941179162485,4.0,4.0,878181491
4,6,1,0.8,1.0,0.09375,0.0625,0.23574625379160288,2.0,2.0,878181491
4,6,1,0.85,1.0,0.09375,0.0625,0.23574625379160288,2.0,2.0,878181491
4,6,1,0.9,1.0,0.09375,0.0625,0.23574625379160288,2.0,2.0,878181491
4,6,1,0.95,1.0,0.09375,0.0625,0.23574625379160288,2.0,2.0,878181491
4,6,1,0.99,1.0,0.09375,0.0625,0.23574625379160288,4.0,4.0,878181491
4,6,1,0.8,1.0,0.09375,0.0625,0.7265289854274202,2.0,2.0,878181491
4,6,1,0.85,1.0,0.09375,0.0625,0.7265289854274202,2.0,2.0,878181491
4,6,1,0.9,1.0,0.09375,0.0625,0.7265289854274202,2.0,2.0,878181491
4,6,1,0.95,1.0,0.09375,0.0625,0.7265289854274202,2.0,2.0,878181491
4,6,1,0.99,1.0,0.09375,0.0625,0.7265289854274202,4.0,4.0,878181491
4,6,1,0.8,1.0,0.09375,0.0625,0.0,inf,inf,878181491
4,6,1,0.85,1.0,0.09375,0.0625,0.0,inf,inf,878181491
4,6,1,0.9,1.0,0.09375,0.0625,0.0,inf,inf,878181491
4,6,1,0.95,1.0,0.09375,0.0625,0.0,inf,inf,878181491
4,6,1,0.99,1.0,0.09375,0.0625,0.0,inf,inf,878181491
4,6,1,0.8,1.0,0.09375,0.0625,0.0,inf,inf,878181491
4,6,1,0.85,1.0,0.09375,0.0625,0.0,inf,inf,878181491
4,6,1,0.9,1.0,0.09375,0.0625,0.0,inf,inf,878181491
4,6,1,0.95,1.0,0.09375,0.0625,0.0,inf,inf,878181491
4,6,1,0.99,1.0,0.09375,0.0625,0.0,inf,inf,878181491
4,6,1,0.8,1.0,0.09375,0.0625,0.0,inf,inf,878181491
4,6,1,0.85,1.0,0.09375,0.0625,0.0,inf,inf,878181491
4,6,1,0.9,1.0,0.09375,0.0625,0.0,inf,inf,878181491
4,6,1,0.95,1.0,0.09375,0.0625,0.0,inf,inf,878181491
4,6,1,0.99,1.0,0.09375,0.0625,0.0,inf,inf,878181491
4,6,1,0.8,1.0,0.09375,0.0625,2.0114961947903304e-43,inf,inf,878181491
4,6,1,0.85,1.0,0.09375,0.0625,2.0114961947903304e-43,inf,inf,878181491
4,6,1,0.9,1.0,0.09375,0.0625,2.0114961947903304e-43,inf,inf,878181491
4,6,1,0.95,1.0,0.09375,0.0625,2.0114961947903304e-43,inf,inf,878181491
4,6,1,0.99,1.0,0.09375,0.0625,2.0114961947903304e-43,inf,inf,878181491
4,6,1,0.8,1.0,0.09375,0.0625,2.914602229914173e-43,inf,inf,878181491
4,6,1,0.85,1.0,0.09375,0.0625,2.914602229914173e-43,inf,inf,878181491
4,6,1,0.9,1.0,0.09375,0.0625,2.914602229914173e-43,inf,inf,878181491
4,6,1,0.95,1.0,0.09375,0.0625,2.914602229914173e-43,inf,inf,878181491
4,6,1,0.99,1.0,0.09375,0.0625,2.914602229914173e-43,inf,inf,878181491
7,6,1,0.8,10.0,0.0625,0.0625,1.803738019206313e-08,3.0,inf,120343439
7,6,1,0.85,10.0,0.0625,0.0625,1.803738019206313e-08,3.0,inf,120343439
7,6,1,0.9,10.0,0.0625,0.0625,1.803738019206313e-08,3.0,inf,120343439
7,6,1,0.95,10.0,0.0625,0.0625,1.803738019206313e-08,3.0,inf,120343439
7,6,1,0.99,10.0,0.0625,0.0625,1.803738019206313e-08,3.0,inf,120343439
7,6,1,0.8,10.0,0.0625,0.0625,6.466991874660007e-06,2.0,inf,120343439
7,6,1,0.85,10.0,0.0625,0.0625,6.466991874660007e-06,2.0,inf,120343439
7,6,1,0.9,10.0,0.0625,0.0625,6.466991874660007e-06,2.0,inf,120343439
7,6,1,0.95,10.0,0.0625,0.0625,6.466991874660007e-06,2.0,inf,120343439
7,6,1,0.99,10.0,0.0625,0.0625,6.466991874660007e-06,2.0,inf,120343439
7,6,1,0.8,10.0,0.0625,0.0625,9.616141113886666e-05,2.0,inf,120343439
7,6,1,0.85,10.0,0.0625,0.0625,9.616141113886666e-05,2.0,inf,120343439
7,6,1,0.9,10.0,0.0625,0.0625,9.616141113886666e-05,2.0,inf,120343439
7,6,1,0.95,10.0,0.0625,0.0625,9.616141113886666e-05,2.0,inf,120343439
7,6,1,0.99,10.0,0.0625,0.0625,9.616141113886666e-05,2.0,inf,120343439
7,6,1,0.8,10.0,0.0625,0.0625,0.00018751956851276573,2.0,2.0,120343439
7,6,1,0.85,10.0,0.0625,0.0625,0.00018751956851276573,2.0,2.0,120343439
7,6,1,0.9,10.0,0.0625,0.0625,0.00018751956851276573,2.0,2.0,120343439
7,6,1,0.95,10.0,0.0625,0.0625,0.00018751956851276573,2.0,2.0,120343439
7,6,1,0.99,10.0,0.0625,0.0625,0.00018751956851276573,2.0,2.0,120343439
7,6,1,0.8,10.0,0.0625,0.0625,0.9997098321558819,2.0,inf,120343439
7,6,1,0.85,10.0,0.0625,0.0625,0.9997098321558819,2.0,inf,120343439
7,6,1,0.9,10.0,0.0625,0.0625,0.9997098321558819,2.0,inf,120343439
7,6,1,0.95,10.0,0.0625,0.0625,0.9997098321558819,2.0,inf,120343439
7,6,1,0.99,10.0,0.0625,0.0625,0.9997098321558819,2.0,inf,120343439
7,6,1,0.8,10.0,0.0625,0.0625,0.0,inf,inf,120343439
7,6,1,0.85,10.0,0.0625,0.0625,0.0,inf,inf,120343439
7,6,1,0.9,10.0,0.0625,0.0625,0.0,inf,inf,120343439
7,6,1,0.95,10.0,0.0625,0.0625,0.0,inf,inf,120343439
7,6,1,0.99,10.0,0.0625,0.0625,0.0,inf,inf,120343439
7,6,1,0.8,10.0,0.0625,0.0625,0.0,inf,inf,120343439
7,6,1,0.85,10.0,0.0625,0.0625,0.0,inf,inf,120343439
7,6,1,0.9,10.0,0.0625,0.0625,0.0,inf,inf,120343439
7,6,1,0.95,10.0,0.0625,0.0625,0.0,inf,inf,120343439
7,6,1,0.99,10.0,0.0625,0.0625,0.0,inf,inf,120343439
7,6,1,0.8,10.0,0.0625,0.0625,0.0,inf,inf,120343439
7,6,1,0.85,10.0,0.0625,0.0625,0.0,inf,inf,120343439
7,6,1,0.9,10.0,0.0625,0.0625,0.0,inf,inf,120343439
7,6,1,0.95,10.0,0.0625,0.0625,0.0,inf,inf,120343439
7,6,1,0.99,10.0,0.0625,0.0625,0.0,inf,inf,120343439
7,6,1,0.8,10.0,0.0625,0.0625,0.0,inf,inf,120343439
7,6,1,0.85,10.0,0.0625,0.0625,0.0,inf,inf,120343439
7,6,1,0.9,10.0,0.0625,0.0625,0.0,inf,inf,120343439
7,6,1,0.95,10.0,0.0625,0.0625,0.0,inf,inf,120343439
7,6,1,0.99,10.0,0.0625,0.0625,0.0,inf,inf,120343439
7,6,1,0.8,10.0,0.0625,0.0625,3.4440594990476116e-79,inf,inf,120343439
7,6,1,0.85,10.0,0.0625,0.0625,3.4440594990476116e-79,inf,inf,120343439
7,6,1,0.9,10.0,0.0625,0.0625,3.4440594990476116e-79,inf,inf,120343439
7,6,1,0.95,10.0,0.0625,0.0625,3.4440594990476116e-79,inf,inf,120343439
7,6,1,0.99,10.0,0.0625,0.0625,3.4440594990476116e-79,inf,inf,120343439
1,6,2,0.8,0.1,0.25,0.09375,0.03460960615811247,5.0,8.0,1664175734
1,6,2,0.85,0.1,0.25,0.09375,0.03460960615811247,5.0,8.0,1664175734
1,6,2,0.9,0.1,0.25,0.09375,0.03460960615811247,6.0,8.0,1664175734
1,6,2,0.95,0.1,0.25,0.09375,0.03460960615811247,10.0,inf,1664175734
1,6,2,0.99,0.1,0.25,0.09375,0.03460960615811247,12.0,13.0,1664175734
1,6,2,0.8,0.1,0.25,0.09375,0.15734253148450325,11.0,9.0,1664175734
1,6,2,0.85,0.1,0.25,0.09375,0.15734253148450325,11.0,9.0,1664175734
1,6,2,0.9,0.1,0.25,0.09375,0.15734253148450325,11.0,9.0,1664175734
1,6,2,0.95,0.1,0.25,0.09375,0.15734253148450325,12.0,11.0,1664175734
1,6,2,0.99,0.1,0.25,0.09375,0.15734253148450325,15.0,16.0,1664175734
1,6,2,0.8,0.1,0.25,0.09375,0.16468538257905438,11.0,8.0,1664175734
1,6,2,0.85,0.1,0.25,0.09375,0.16468538257905438,11.0,8.0,1664175734
1,6,2,0.9,0.1,0.25,0.09375,0.16468538257905438,11.0,inf,1664175734
1,6,2,0.95,0.1,0.25,0.09375,0.16468538257905438,12.0,inf,1664175734
1,6,2,0.99,0.1,0.25,0.09375,0.16468538257905438,15.0,15.0,1664175734
1,6,2,0.8,0.1,0.25,0.09375,0.26097033397158254,11.0,9.0,1664175734
1,6,2,0.85,0.1,0.25,0.09375,0.26097033397158254,11.0,9.0,1664175734
1,6,2,0.9,0.1,0.25,0.09375,0.26097033397158254,11.0,8.0,1664175734
1,6,2,0.95,0.1,0.25,0.09375,0.26097033397158254,13.0,9.0,1664175734
1,6,2,0.99,0.1,0.25,0.09375,0.26097033397158254,16.0,inf,1664175734
1,6,2,0.8,0.1,0.25,0.09375,0.27314928065795485,11.0,6.0,1664175734
1,6,2,0.85,0.1,0.25,0.09375,0.27314928065795485,11.0,6.0,1664175734
1,6,2,0.9,0.1,0.25,0.09375,0.27314928065795485,11.0,11.0,1664175734
1,6,2,0.95,0.1,0.25,0.09375,0.27314928065795485,13.0,10.0,1664175734
1,6,2,0.99,0.1,0.25,0.09375,0.27314928065795485,16.0,13.0,1664175734
1,6,2,0.8,0.1,0.25,0.09375,5.2492601894012294e-36,inf,inf,1664175734
1,6,2,0.85,0.1,0.25,0.09375,5.2492601894012294e-36,inf,inf,1664175734
1,6,2,0.9,0.1,0.25,0.09375,5.2492601894012294e-36,inf,inf,1664175734
1,6,2,0.95,0.1,0.25,0.09375,5.2492601894012294e-36,inf,inf,1664175734
1,6,2,0.99,0.1,0.25,0.09375,5.2492601894012294e-36,inf,inf,1664175734
1,6,2,0.8,0.1,0.25,0.09375,6.931199694014068e-36,inf,inf,1664175734
1,6,2,0.85,0.1,0.25,0.09375,6.931199694014068e-36,inf,inf,1664175734
1,6,2,0.9,0.1,0.25,0.09375,6.931199694014068e-36,inf,inf,1664175734
