Hamiltonian_Index,Number_of_Sites,Max_Interactions,Fidelity,Penalty_Strength,Ground_State_Density,Hamiltonian_Density,Overlap,BARK_Pool_Size,SKQD_Pool_Size,Seed
3,6,1,0.8,0.1,0.125,0.0625,0.10045769336210195,6.0,7.0,2866869562
3,6,1,0.85,0.1,0.125,0.0625,0.10045769336210195,7.0,7.0,2866869562
3,6,1,0.9,0.1,0.125,0.0625,0.10045769336210195,7.0,inf,2866869562
3,6,1,0.95,0.1,0.125,0.0625,0.10045769336210195,8.0,8.0,2866869562
3,6,1,0.99,0.1,0.125,0.0625,0.10045769336210195,8.0,8.0,2866869562
3,6,1,0.8,0.1,0.125,0.0625,0.13420822312489025,7.0,inf,2866869562
3,6,1,0.85,0.1,0.125,0.0625,0.13420822312489025,7.0,8.0,2866869562
3,6,1,0.9,0.1,0.125,0.0625,0.13420822312489025,8.0,inf,2866869562
3,6,1,0.95,0.1,0.125,0.0625,0.13420822312489025,8.0,8.0,2866869562
3,6,1,0.99,0.1,0.125,0.0625,0.13420822312489025,8.0,8.0,2866869562
3,6,1,0.8,0.1,0.125,0.0625,0.14768342432088608,7.0,7.0,2866869562
3,6,1,0.85,0.1,0.125,0.0625,0.14768342432088608,7.0,7.0,2866869562
3,6,1,0.9,0.1,0.125,0.0625,0.14768342432088608,8.0,8.0,2866869562
3,6,1,0.95,0.1,0.125,0.0625,0.14768342432088608,8.0,8.0,2866869562
3,6,1,0.99,0.1,0.125,0.0625,0.14768342432088608,8.0,8.0,2866869562
3,6,1,0.8,0.1,0.125,0.0625,0.1532479443813623,7.0,7.0,2866869562
3,6,1,0.85,0.1,0.125,0.0625,0.1532479443813623,7.0,8.0,2866869562
3,6,1,0.9,0.1,0.125,0.0625,0.1532479443813623,8.0,7.0,2866869562
3,6,1,0.95,0.1,0.125,0.0625,0.1532479443813623,8.0,8.0,2866869562
3,6,1,0.99,0.1,0.125,0.0625,0.1532479443813623,8.0,8.0,2866869562
3,6,1,0.8,0.1,0.125,0.0625,0.22529067151480445,6.0,7.0,2866869562
3,6,1,0.85,0.1,0.125,0.0625,0.22529067151480445,7.0,8.0,2866869562
3,6,1,0.9,0.1,0.125,0.0625,0.22529067151480445,7.0,8.0,2866869562
3,6,1,0.95,0.1,0.125,0.0625,0.22529067151480445,8.0,inf,2866869562
3,6,1,0.99,0.1,0.125,0.0625,0.22529067151480445,8.0,inf,2866869562
3,6,1,0.8,0.1,0.125,0.0625,0.0,inf,inf,2866869562
3,6,1,0.85,0.1,0.125,0.0625,0.0,inf,inf,2866869562
3,6,1,0.9,0.1,0.125,0.0625,0.0,inf,inf,2866869562
3,6,1,0.95,0.1,0.125,0.0625,0.0,inf,inf,2866869562
3,6,1,0.99,0.1,0.125,0.0625,0.0,inf,inf,2866869562
3,6,1,0.8,0.1,0.125,0.0625,2.2122733131564756e-36,inf,inf,2866869562
3,6,1,0.85,0.1,0.125,0.0625,2.2122733131564756e-36,inf,inf,2866869562
3,6,1,0.9,0.1,0.125,0.0625,2.2122733131564756e-36,inf,inf,2866869562
3,6,1,0.95,0.1,0.125,0.0625,2.2122733131564756e-36,inf,inf,2866869562
3,6,1,0.99,0.1,0.125,0.0625,2.2122733131564756e-36,inf,inf,2866869562
3,6,1,0.8,0.1,0.125,0.0625,4.1829227551340386e-36,inf,inf,2866869562
3,6,1,0.85,0.1,0.125,0.0625,4.1829227551340386e-36,inf,inf,2866869562
3,6,1,0.9,0.1,0.125,0.0625,4.1829227551340386e-36,inf,inf,2866869562
3,6,1,0.95,0.1,0.125,0.0625,4.1829227551340386e-36,inf,inf,2866869562
3,6,1,0.99,0.1,0.125,0.0625,4.1829227551340386e-36,inf,inf,2866869562
3,6,1,0.8,0.1,0.125,0.0625,1.1396248251300632e-35,inf,inf,2866869562
3,6,1,0.85,0.1,0.125,0.0625,1.1396248251300632e-35,inf,inf,2866869562
3,6,1,0.9,0.1,0.125,0.0625,1.1396248251300632e-35,inf,inf,2866869562
3,6,1,0.95,0.1,0.125,0.0625,1.1396248251300632e-35,inf,inf,2866869562
3,6,1,0.99,0.1,0.125,0.0625,1.1396248251300632e-35,inf,inf,2866869562
3,6,1,0.8,0.1,0.125,0.0625,1.595970712798435e-35,inf,inf,2866869562
3,6,1,0.85,0.1,0.125,0.0625,1.595970712798435e-35,inf,inf,2866869562
3,6,1,0.9,0.1,0.125,0.0625,1.595970712798435e-35,inf,inf,2866869562
3,6,1,0.95,0.1,0.125,0.0625,1.595970712798435e-35,inf,inf,2866869562
3,6,1,0.99,0.1,0.125,0.0625,1.595970712798435e-35,inf,inf,2866869562
6,6,1,0.8,1.0,0.125,0.0625,0.0009342882423529885,3.0,inf,2265324701
6,6,1,0.85,1.0,0.125,0.0625,0.0009342882423529885,3.0,inf,2265324701
6,6,1,0.9,1.0,0.125,0.0625,0.0009342882423529885,3.0,inf,2265324701
6,6,1,0.95,1.0,0.125,0.0625,0.0009342882423529885,3.0,inf,2265324701
6,6,1,0.99,1.0,0.125,0.0625,0.0009342882423529885,5.0,inf,2265324701
6,6,1,0.8,1.0,0.125,0.0625,0.004865337720340562,3.0,5.0,2265324701
6,6,1,0.85,1.0,0.125,0.0625,0.004865337720340562,3.0,5.0,2265324701
6,6,1,0.9,1.0,0.125,0.0625,0.004865337720340562,3.0,5.0,2265324701
6,6,1,0.95,1.0,0.125,0.0625,0.004865337720340562,3.0,5.0,2265324701
6,6,1,0.99,1.0,0.125,0.0625,0.004865337720340562,4.0,5.0,2265324701
6,6,1,0.8,1.0,0.125,0.0625,0.01815578406653088,3.0,4.0,2265324701
6,6,1,0.85,1.0,0.125,0.0625,0.01815578406653088,3.0,4.0,2265324701
6,6,1,0.9,1.0,0.125,0.0625,0.01815578406653088,3.0,4.0,2265324701
6,6,1,0.95,1.0,0.125,0.0625,0.01815578406653088,3.0,4.0,2265324701
6,6,1,0.99,1.0,0.125,0.0625,0.01815578406653088,3.0,4.0,2265324701
6,6,1,0.8,1.0,0.125,0.0625,0.20622072615859496,2.0,2.0,2265324701
6,6,1,0.85,1.0,0.125,0.0625,0.20622072615859496,2.0,2.0,2265324701
6,6,1,0.9,1.0,0.125,0.0625,0.20622072615859496,2.0,2.0,2265324701
6,6,1,0.95,1.0,0.125,0.0625,0.20622072615859496,2.0,2.0,2265324701
6,6,1,0.99,1.0,0.125,0.0625,0.20622072615859496,3.0,5.0,2265324701
6,6,1,0.8,1.0,0.125,0.0625,0.7695455463503922,2.0,2.0,2265324701
6,6,1,0.85,1.0,0.125,0.0625,0.7695455463503922,2.0,2.0,2265324701
6,6,1,0.9,1.0,0.125,0.0625,0.7695455463503922,2.0,2.0,2265324701
6,6,1,0.95,1.0,0.125,0.0625,0.7695455463503922,2.0,2.0,2265324701
