Hamiltonian_Index,Number_of_Sites,Max_Interactions,Fidelity,Penalty_Strength,Ground_State_Density,Hamiltonian_Density,Overlap,BARK_Pool_Size,SKQD_Pool_Size,Seed
2,6,1,0.8,0.1,0.125,0.0625,0.12378197801999134,7.0,7.0,1367442668
2,6,1,0.85,0.1,0.125,0.0625,0.12378197801999134,8.0,8.0,1367442668
2,6,1,0.9,0.1,0.125,0.0625,0.12378197801999134,8.0,8.0,1367442668
2,6,1,0.95,0.1,0.125,0.0625,0.12378197801999134,8.0,8.0,1367442668
2,6,1,0.99,0.1,0.125,0.0625,0.12378197801999134,8.0,8.0,1367442668
2,6,1,0.8,0.1,0.125,0.0625,0.12591418382243,7.0,inf,1367442668
2,6,1,0.85,0.1,0.125,0.0625,0.12591418382243,7.0,inf,1367442668
2,6,1,0.9,0.1,0.125,0.0625,0.12591418382243,8.0,8.0,1367442668
2,6,1,0.95,0.1,0.125,0.0625,0.12591418382243,8.0,8.0,1367442668
2,6,1,0.99,0.1,0.125,0.0625,0.12591418382243,8.0,8.0,1367442668
2,6,1,0.8,0.1,0.125,0.0625,0.12879913545519708,7.0,8.0,1367442668
2,6,1,0.85,0.1,0.125,0.0625,0.12879913545519708,7.0,8.0,1367442668
2,6,1,0.9,0.1,0.125,0.0625,0.12879913545519708,8.0,8.0,1367442668
2,6,1,0.95,0.1,0.125,0.0625,0.12879913545519708,8.0,8.0,1367442668
2,6,1,0.99,0.1,0.125,0.0625,0.12879913545519708,8.0,8.0,1367442668
2,6,1,0.8,0.1,0.125,0.0625,0.13047416297647688,7.0,8.0,1367442668
2,6,1,0.85,0.1,0.125,0.0625,0.13047416297647688,7.0,8.0,1367442668
2,6,1,0.9,0.1,0.125,0.0625,0.13047416297647688,8.0,8.0,1367442668
2,6,1,0.95,0.1,0.125,0.0625,0.13047416297647688,8.0,8.0,1367442668
2,6,1,0.99,0.1,0.125,0.0625,0.13047416297647688,8.0,8.0,1367442668
2,6,1,0.8,0.1,0.125,0.0625,0.13576256947434334,7.0,8.0,1367442668
2,6,1,0.85,0.1,0.125,0.0625,0.13576256947434334,8.0,8.0,1367442668
2,6,1,0.9,0.1,0.125,0.0625,0.13576256947434334,8.0,8.0,1367442668
2,6,1,0.95,0.1,0.125,0.0625,0.13576256947434334,8.0,8.0,1367442668
2,6,1,0.99,0.1,0.125,0.0625,0.13576256947434334,8.0,8.0,1367442668
2,6,1,0.8,0.1,0.125,0.0625,2.500951708315225e-73,inf,inf,1367442668
2,6,1,0.85,0.1,0.125,0.0625,2.500951708315225e-73,inf,inf,1367442668
2,6,1,0.9,0.1,0.125,0.0625,2.500951708315225e-73,inf,inf,1367442668
2,6,1,0.95,0.1,0.125,0.0625,2.500951708315225e-73,inf,inf,1367442668
