Number_of_Sites,Ground_State_Density,Hamiltonian_Density,Max_Interactions,Fidelity,Overlap,BARK_Pool_Size,SKQD_Pool_Size
8,0.98046875,0.05078125,1,0.8,2.5456376471267533e-07,33,inf
8,0.98046875,0.05078125,1,0.8,3.0008883727405296e-07,31,inf
8,0.98046875,0.05078125,1,0.8,5.130654133272147e-07,32,inf
8,0.98046875,0.05078125,1,0.8,6.048197924186881e-07,31,inf
8,0.98046875,0.05078125,1,0.8,7.457937515885069e-07,32,inf
8,0.98046875,0.05078125,1,0.85,0.059793389267968795,56,73
8,0.98046875,0.05078125,1,0.85,0.07231527969865238,55,77
8,0.98046875,0.05078125,1,0.85,0.0758828356514033,56,58
8,0.98046875,0.05078125,1,0.85,0.12387517624846445,56,69
8,0.98046875,0.05078125,1,0.85,0.14981703040751354,56,68
8,0.98046875,0.05078125,1,0.85,2.5456376471267533e-07,60,inf
8,0.98046875,0.05078125,1,0.85,3.0008883727405296e-07,58,inf
8,0.98046875,0.05078125,1,0.85,5.130654133272147e-07,55,inf
8,0.98046875,0.05078125,1,0.85,6.048197924186881e-07,57,inf
8,0.98046875,0.05078125,1,0.85,7.457937515885069e-07,59,inf
8,0.98046875,0.05078125,1,0.9,0.059793389267968795,73,92
8,0.98046875,0.05078125,1,0.9,0.07231527969865238,68,110
8,0.98046875,0.05078125,1,0.9,0.0758828356514033,73,117
8,0.98046875,0.05078125,1,0.9,0.12387517624846445,73,83
8,0.98046875,0.05078125,1,0.9,0.14981703040751354,73,82
8,0.98046875,0.05078125,1,0.9,2.5456376471267533e-07,77,inf
8,0.98046875,0.05078125,1,0.9,3.0008883727405296e-07,71,inf
8,0.98046875,0.05078125,1,0.9,5.130654133272147e-07,75,inf
8,0.98046875,0.05078125,1,0.9,6.048197924186881e-07,70,inf
8,0.98046875,0.05078125,1,0.9,7.457937515885069e-07,76,inf
8,1.0,0.0625,2,0.8,0.049601896836204695,46,74
8,1.0,0.0625,2,0.8,0.05234996033869987,44,67
8,1.0,0.0625,2,0.8,0.06472158776891745,47,70
8,1.0,0.0625,2,0.8,0.0854716337342228,46,91
8,1.0,0.0625,2,0.8,0.2194266853076045,46,46
8,1.0,0.0625,2,0.8,3.894425714111446e-06,50,inf
8,1.0,0.0625,2,0.8,4.880140521870965e-06,46,inf
8,1.0,0.0625,2,0.8,4.997036411756394e-06,48,inf
8,1.0,0.0625,2,0.8,6.1325289421819405e-06,45,inf
8,1.0,0.0625,2,0.8,6.748874021324553e-06,49,inf
8,1.0,0.0625,2,0.85,0.049601896836204695,79,90
8,1.0,0.0625,2,0.85,0.05234996033869987,75,138
8,1.0,0.0625,2,0.85,0.06472158776891745,76,88
8,1.0,0.0625,2,0.85,0.0854716337342228,79,77
8,1.0,0.0625,2,0.85,0.2194266853076045,79,51
8,1.0,0.0625,2,0.85,3.894425714111446e-06,75,inf
8,1.0,0.0625,2,0.85,4.880140521870965e-06,78,inf
8,1.0,0.0625,2,0.85,4.997036411756394e-06,78,232
8,1.0,0.0625,2,0.85,6.1325289421819405e-06,78,inf
8,1.0,0.0625,2,0.85,6.748874021324553e-06,82,inf
8,1.0,0.0625,2,0.9,0.049601896836204695,132,120
8,1.0,0.0625,2,0.9,0.05234996033869987,130,140
8,1.0,0.0625,2,0.9,0.06472158776891745,131,105
8,1.0,0.0625,2,0.9,0.0854716337342228,132,120
8,1.0,0.0625,2,0.9,0.2194266853076045,132,inf
8,1.0,0.0625,2,0.9,3.894425714111446e-06,130,inf
8,1.0,0.0625,2,0.9,4.880140521870965e-06,133,inf
8,1.0,0.0625,2,0.9,4.997036411756394e-06,133,inf
8,1.0,0.0625,2,0.9,6.1325289421819405e-06,132,inf
8,1.0,0.0625,2,0.9,6.748874021324553e-06,134,inf
6,1.0,0.15625,1,0.8,0.044644925567664674,24,inf
6,1.0,0.15625,1,0.8,0.04545859274841184,24,inf
6,1.0,0.15625,1,0.8,0.11218746624521797,23,38
6,1.0,0.15625,1,0.8,0.13317767369106107,25,inf
6,1.0,0.15625,1,0.8,0.13560487680346045,25,32
6,1.0,0.15625,1,0.8,0.00015186733859606842,24,inf
6,1.0,0.15625,1,0.8,0.00018322288333106956,26,inf
6,1.0,0.15625,1,0.8,0.0004482345714627398,37,53
6,1.0,0.15625,1,0.8,0.0004486635449141919,24,inf
6,1.0,0.15625,1,0.8,0.0005412976160948437,35,53
6,1.0,0.15625,1,0.85,0.044644925567664674,32,44
6,1.0,0.15625,1,0.85,0.04545859274841184,32,inf
6,1.0,0.15625,1,0.85,0.11218746624521797,31,44
6,1.0,0.15625,1,0.85,0.13317767369106107,34,39
6,1.0,0.15625,1,0.85,0.13560487680346045,34,43
6,1.0,0.15625,1,0.85,0.00015186733859606842,32,inf
6,1.0,0.15625,1,0.85,0.00018322288333106956,30,57
6,1.0,0.15625,1,0.85,0.0004482345714627398,39,56
6,1.0,0.15625,1,0.85,0.0004486635449141919,32,inf
6,1.0,0.15625,1,0.85,0.0005412976160948437,37,57
6,1.0,0.15625,1,0.9,0.044644925567664674,36,52
6,1.0,0.15625,1,0.9,0.04545859274841184,36,44
6,1.0,0.15625,1,0.9,0.11218746624521797,35,inf
6,1.0,0.15625,1,0.9,0.13317767369106107,39,46
6,1.0,0.15625,1,0.9,0.13560487680346045,39,45
6,1.0,0.15625,1,0.9,0.00015186733859606842,36,inf
6,1.0,0.15625,1,0.9,0.00018322288333106956,34,inf
6,1.0,0.15625,1,0.9,0.0004482345714627398,42,58
6,1.0,0.15625,1,0.9,0.0004486635449141919,36,inf
6,1.0,0.15625,1,0.9,0.0005412976160948437,44,inf
6,1.0,0.1875,2,0.8,0.0410592362220312,17,inf
6,1.0,0.1875,2,0.8,0.05146200740287355,17,23
6,1.0,0.1875,2,0.8,0.05461428620426054,18,39
6,1.0,0.1875,2,0.8,0.15841433439950783,18,37
6,1.0,0.1875,2,0.8,0.2971130484195719,18,23
6,1.0,0.1875,2,0.8,0.00018075316690995777,21,inf
6,1.0,0.1875,2,0.8,0.0002716485455925494,20,inf
6,1.0,0.1875,2,0.8,0.00028682865007757737,19,58
6,1.0,0.1875,2,0.8,0.00029210116108019206,19,55
6,1.0,0.1875,2,0.8,0.00032264867099556323,20,inf
6,1.0,0.1875,2,0.85,0.0410592362220312,22,43
6,1.0,0.1875,2,0.85,0.05146200740287355,22,28
6,1.0,0.1875,2,0.85,0.05461428620426054,22,39
6,1.0,0.1875,2,0.85,0.15841433439950783,22,39
6,1.0,0.1875,2,0.85,0.2971130484195719,22,29
6,1.0,0.1875,2,0.85,0.00018075316690995777,24,inf
6,1.0,0.1875,2,0.85,0.0002716485455925494,23,56
6,1.0,0.1875,2,0.85,0.00028682865007757737,23,inf
6,1.0,0.1875,2,0.85,0.00029210116108019206,23,inf
6,1.0,0.1875,2,0.85,0.00032264867099556323,23,inf
6,1.0,0.1875,2,0.9,0.0410592362220312,35,43
6,1.0,0.1875,2,0.9,0.05146200740287355,35,inf
6,1.0,0.1875,2,0.9,0.05461428620426054,35,48
6,1.0,0.1875,2,0.9,0.15841433439950783,35,42
6,1.0,0.1875,2,0.9,0.2971130484195719,35,38
6,1.0,0.1875,2,0.9,0.00018075316690995777,37,62
6,1.0,0.1875,2,0.9,0.0002716485455925494,27,inf
6,1.0,0.1875,2,0.9,0.00028682865007757737,36,inf
6,1.0,0.1875,2,0.9,0.00029210116108019206,36,62
6,1.0,0.1875,2,0.9,0.00032264867099556323,36,inf
8,1.0,0.05078125,1,0.8,0.0459092881242495,27,87
8,1.0,0.05078125,1,0.8,0.04723835161735136,26,107
8,1.0,0.05078125,1,0.8,0.05977525515694565,27,94
8,1.0,0.05078125,1,0.8,0.13466096283206525,27,67
8,1.0,0.05078125,1,0.8,0.1703995405718182,26,inf
8,1.0,0.05078125,1,0.8,1.3203099748812756e-06,32,inf
8,1.0,0.05078125,1,0.8,1.4258422634976768e-06,32,inf
8,1.0,0.05078125,1,0.8,2.3125041727907592e-06,32,inf
8,1.0,0.05078125,1,0.8,2.4198890843301537e-06,32,inf
8,1.0,0.05078125,1,0.8,2.4973424777591847e-06,32,inf
8,1.0,0.05078125,1,0.85,0.0459092881242495,36,88
8,1.0,0.05078125,1,0.85,0.04723835161735136,37,inf
8,1.0,0.05078125,1,0.85,0.05977525515694565,37,76
8,1.0,0.05078125,1,0.85,0.13466096283206525,37,95
8,1.0,0.05078125,1,0.85,0.1703995405718182,37,inf
8,1.0,0.05078125,1,0.85,1.3203099748812756e-06,40,inf
8,1.0,0.05078125,1,0.85,1.4258422634976768e-06,40,inf
8,1.0,0.05078125,1,0.85,2.3125041727907592e-06,40,inf
8,1.0,0.05078125,1,0.85,2.4198890843301537e-06,40,inf
8,1.0,0.05078125,1,0.85,2.4973424777591847e-06,40,inf
8,1.0,0.05078125,1,0.9,0.0459092881242495,68,93
8,1.0,0.05078125,1,0.9,0.04723835161735136,65,109
8,1.0,0.05078125,1,0.9,0.05977525515694565,66,109
8,1.0,0.05078125,1,0.9,0.13466096283206525,66,inf
8,1.0,0.05078125,1,0.9,0.1703995405718182,65,105
8,1.0,0.05078125,1,0.9,1.3203099748812756e-06,72,inf
8,1.0,0.05078125,1,0.9,1.4258422634976768e-06,70,inf
8,1.0,0.05078125,1,0.9,2.3125041727907592e-06,73,inf
8,1.0,0.05078125,1,0.9,2.4198890843301537e-06,73,inf
8,1.0,0.05078125,1,0.9,2.4973424777591847e-06,69,inf
8,0.9765625,0.06640625,2,0.8,0.06100692527509015,64,94
8,0.9765625,0.06640625,2,0.8,0.07302822976902304,64,79
8,0.9765625,0.06640625,2,0.8,0.08589665038412772,64,58
8,0.9765625,0.06640625,2,0.8,0.10144834703532299,64,54
8,0.9765625,0.06640625,2,0.8,0.16068675598332913,64,83
8,0.9765625,0.06640625,2,0.8,2.808926790320732e-07,26,inf
8,0.9765625,0.06640625,2,0.8,3.697192824583753e-07,147,inf
8,0.9765625,0.06640625,2,0.8,4.2492876808480506e-07,163,inf
8,0.9765625,0.06640625,2,0.8,6.910001263666314e-07,26,inf
8,0.9765625,0.06640625,2,0.8,7.397525144824776e-07,165,inf
8,0.9765625,0.06640625,2,0.85,0.06100692527509015,133,111
8,0.9765625,0.06640625,2,0.85,0.07302822976902304,133,77
8,0.9765625,0.06640625,2,0.85,0.08589665038412772,133,81
8,0.9765625,0.06640625,2,0.85,0.10144834703532299,133,70
8,0.9765625,0.06640625,2,0.85,0.16068675598332913,133,inf
8,0.9765625,0.06640625,2,0.85,2.808926790320732e-07,45,inf
8,0.9765625,0.06640625,2,0.85,3.697192824583753e-07,151,inf
8,0.9765625,0.06640625,2,0.85,4.2492876808480506e-07,166,inf
8,0.9765625,0.06640625,2,0.85,6.910001263666314e-07,45,inf
8,0.9765625,0.06640625,2,0.85,7.397525144824776e-07,168,inf
8,0.9765625,0.06640625,2,0.9,0.06100692527509015,137,111
8,0.9765625,0.06640625,2,0.9,0.07302822976902304,137,95
8,0.9765625,0.06640625,2,0.9,0.08589665038412772,137,125
8,0.9765625,0.06640625,2,0.9,0.10144834703532299,137,90
8,0.9765625,0.06640625,2,0.9,0.16068675598332913,137,100
8,0.9765625,0.06640625,2,0.9,2.808926790320732e-07,76,inf
8,0.9765625,0.06640625,2,0.9,3.697192824583753e-07,158,inf
8,0.9765625,0.06640625,2,0.9,4.2492876808480506e-07,172,inf
8,0.9765625,0.06640625,2,0.9,6.910001263666314e-07,75,inf
8,0.9765625,0.06640625,2,0.9,7.397525144824776e-07,174,inf
